test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,get_products,00:00:30,global information,300,300,0,10,921.5,8182.53,18977.18,7987.2,11796.48,16269.31,17039.36,4809.97,4.224,4.224,4.224,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,get_product_by_id,00:00:30,global information,300,300,0,10,896.78,7778.03,17085.21,7155.71,11403.26,15876.1,16826.37,4626.9,0.298,0.358,0.408,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,create_product,00:00:30,global information,150,150,0,5,896.66,8036.42,16971.6,7761.92,11862.02,15884.29,16924.67,4803.87,0.52,0.521,0.522,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,get_categories,00:00:30,global information,300,300,0,10,789.44,7896.77,19171.61,7577.6,11485.18,16154.62,16891.9,4680.03,1.25,1.25,1.25,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,get_orders,00:00:30,global information,300,300,0,10,940.07,8100.56,18745.4,7749.63,11706.37,16515.07,16842.75,4808.98,5.313,5.313,5.313,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,browse_and_review,00:01:00,global information,300,300,0,5,4710.92,26026.81,40834.25,28000.26,31981.57,36241.41,39682.05,8330.75,0.443,0.448,0.451,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,create_order_workflow,00:01:00,global information,180,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3673.16,26187.36,40671.3,28246.02,32342.02,36503.55,37421.06,8167.77,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,user_registration_and_browse,00:01:00,global information,120,120,0,2,4711.6,26079.79,39329.25,27951.1,32423.94,36864,37847.04,8470.37,4.224,4.224,4.224,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,stress_get_products,00:01:30,global information,1350,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23.53,22701.27,44640.85,23724.03,31539.2,35454.98,36601.86,9760.19,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,spike_test,00:00:50,global information,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1065.53,21674.79,44692.43,22331.39,30277.63,35127.3,36438.02,10117.31,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,constant_load,00:00:45,global information,40,40,0,0.9,888.08,6561.61,31401.52,2777.09,5709.82,23314.43,31408.13,8054.45,0.315,0.364,0.409,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,mixed_operations_stress,00:00:45,global information,330,250,80,5.6,1834.78,26655.55,44722.24,33128.45,34668.54,36274.18,37060.61,10646.22,0.3,0.71,1.25,0.2,1.8,2272.33,26842.03,36880.47,32997.38,34668.54,35651.58,36274.18,10605.89,0,0,0,0
